名称,面积(㎡),月租金(元)
"青年创业公寓:筑梦空间,聚才高地,赋能青春创想,共启",90.0,2300
沙河宿舍 2室1卫1厅 70平精装修 看房方便 业主,70.0,3800
西二旗朱辛庄生命科学园沙河地铁两居室出租随时看房随时,90.0,4400
北京玫瑰园6室3厅企业推荐房源,738.0,50000
地铁巩华家园三居室出租民水民电燃气入户随时看房 随时,130.0,5500
兆丰家园精装南向一居 电梯中层 3500/月,60.0,3500
"沙河地铁站附近精装一居室,从物业取暖,业主直签",60.0,3200
兆丰家园精装南向一居 电梯高层 3600/月,60.0,3600
正南北街家园八区2室1厅精装修,61.0,3800
"昌平东一村:生活便利,近商圈,交通顺,邻里和睦,生活",90.0,4500
巩华家园东一村 1室1卫1厅 50平精装修 包取暖,50.0,3900
回龙观生命科学园沙河线材厂宿舍两居室出租民水民电随时,76.0,3000
巩华家园南北通透两居 中装带电梯 业主直签 看房方便,85.0,4200
展思门南里6号院 2室1卫1厅 60平简装修 包物业,60.0,2600
中海瓦尔登湖5室3厅精装修,470.0,30000
沙河中学宿舍 2室1卫1厅 70平中装修 业主直签,70.0,3200
昌平巩华家园 地铁旁成熟社区 南北通透高性价比,60.0,3500
"精装一居室,首次出租,业主直签",68.0,2500
北街家园八区2室1厅,41.0,3400
"百葛路:连接城乡纽带,兼具交通要冲与区域发展活力的重",60.0,2700
四季家园精装一居室QAQ,86.0,2500
北街家园(八区) 精装修1居室 双车位 首次出租 家,34.0,2500
"?北京市昌平区顺沙路19号院,宜居之所交通便捷配套全",60.0,3100
沙河地铁 兆丰家园南北通透两居 业主直签 看房方便,85.0,3900
西二旗朱辛庄 生命科学园沙河地铁巩华家园 一居室出租,60.0,3900
西二旗朱辛庄生命科学园沙河地铁三居两卫出租随时看房随,124.0,5500
沙阳路一通小区一居室出租民水民电燃气入户随时看房随时,48.0,2450
"地铁近、公交密、路网畅,商业全、教育优、环境佳,兆丰",60.0,3500
巩华家园南一村精装一居室,86.0,3500
"地铁近、公交密、路网畅,商业全、教育优、环境佳,兆丰",30.0,1800
科信路66号院 南北通透精装两居 电梯中层 3000,85.0,3500
"地铁近、公交密、路网畅,商业全教育优、环境佳,兆丰宜",60.0,3600
"连接城乡纽带,兼具交通要冲与区域发展活力的重要通道",60.0,3000
昌平沙河南北通透两居 中装中层 业主直签 看房方便,85.0,3400
昌平巩华家园 地铁旁成熟社区 南北通透高性价比,60.0,3800
984医院 福田 大北农 西二旗 押一付一 家电齐全,28.0,1300
南北通透北街家园一区3室1厅精装修,89.0,4500
西二旗朱辛庄生命科学园高教园地铁两居室出租随时看房随,80.0,4000
"兆丰家园:交通便捷、配套全,环境舒适,性价比高,宜居",60.0,3800
巩华家园北二村精装两居室,86.0,4300
昌平巩华家园 地铁旁成熟社区 南北通透高性价比,90.0,4300
西二旗朱辛庄生命科学园沙河地铁一居室出租随时看房随时,55.0,3400
兆丰家园 2室1卫1厅 80平简装修 4500元/月,80.0,4000
回龙观生命科学园沙河巩华城地铁附近两居室民水民电随时,80.0,3000
沙河生产宿舍 2室1卫1厅 62平简装修 3000元,62.0,3000
生命科学园 沙河 朱辛庄 押一付一 家电齐全 整租,25.0,1200
科信路66号院 南北通透精装两居 电梯高层 业主直签,85.0,3500
北街家园一区1室精装修,36.0,7000
整租·北街家园四区 5室3厅 南/北,313.0,16000
沙河大桥 沙河回收宿舍 2室1卫1厅 80平简装修包,80.0,3200
百葛路3号院精装两居室,86.0,2900
沙河地铁巩华家园三居室出租民水民电燃气入户随时看房随,130.0,6000
巩华家园南一村精装两居室,86.0,4000
"房东刚刚挂牌,精装修装修2室,家电全新首次出租",61.0,3900
昌平沙河精装南向一居 电梯高层 3000元/月,55.0,3000
兆丰家园精装南向一居 电梯中层 3500/月,60.0,3500
沙河345车站旁南一村小区两居室出租随时看房 拎包入,80.0,2800
兆丰家园精装两居室随时入住,86.0,3700
科信路66号院 南北通透三居 精装电梯房 业主直签,109.0,4000
保利芳园 1室1卫1厅 60平简装修 业主直签 看房,60.0,2900
"北街家园(六区)!诚心出租东西3室,物有所值,不要错",78.0,4500
便宜急租北街家园(八区)好房型 不会让你白跑,60.0,4000
沙河地铁兆丰家园两居室出租民水民电燃气入户随时看房拎,90.0,4000
兆丰家园东区距离地铁500米内小区门口就是菜市场后是,30.0,1500
沙河大桥粮食局宿舍楼 2室1卫1厅 60平精装修 业,60.0,3200
兆丰家园 1室1卫1厅 55平精装修 随时入住 看房,55.0,3600
回龙观生命科学园沙河公交旁宿舍两居室出租民水民电随时,80.0,2700
西二旗生命科学园沙河地铁巩华家园一居室出租民水民电随,60.0,3700
兆丰家园东区合租次卧,30.0,1400
"生产宿舍两居室,随时入住,看房方便,业主直签,包物业",62.0,2500
沙河一通宿舍小区 1室1卫1厅 46平简装修 看房方,46.0,2600
展思门南里6号院 2室1卫1厅 98平精装修 看房方,98.0,3600
"沙河地铁站附近精装一居室,从物业取暖,业主直签",60.0,3200
巩华地铁东环北里南向两居 顶层采光佳 业主直签 包物,82.0,2500
"北街家园(六区) 居住舒适,干净整洁, 随时入住,3",59.0,3500
沙河车站附近沙河宿舍 两居室出租民水民电随时看房拎包,80.0,3000
沙河地铁巩华家园东一村 2室1卫1厅 业主直签 包物,85.0,4500
回龙观生命科学园沙河公交旁宿舍二居室出租民水民电随时,76.0,2800
昌平巩华家园 地铁旁成熟社区 南北通透高性价比,90.0,4200
"力荐房源高档装修,拎包入住,沙河地铁别墅,邀您鉴赏。",220.0,13000
南北通透北街家园八区3室2厅精装修,124.0,6000
"兆丰东区距离地铁500米内,距离市场同500米内市场",30.0,1750
沙河大桥佳美小区 2室1卫1厅 包物业取暖 看房方便,95.0,3500
沙河地铁站 巩华家园西二村一居室 次出租 业主签约有,56.0,3700
沙河地铁兆丰家园一居室出租民水民电燃气入户随时看房拎,60.0,3500
西二旗朱辛庄生命科学园沙河地铁三居次卧室出租随时看房,15.0,1300
兆丰家园 2室1卫1厅 85平精装修 包物业取暖 业,85.0,4300
沙河地铁巩华家园南向一居 电梯中层 包物业取暖 业主,55.0,3700
沙河地铁巩华家园 2室1卫1厅 85平精装修 480,80.0,4800
"沙河地铁站附近精装两居室,包物业取暖,性价比高业主直",85.0,4200
"北街家园(六区) 居住舒适,干净整洁, 随时入住,2",25.0,2100
科华新城精装两居室两居两卫,90.0,4300
高教大楼 超赞精装修1居室 家电齐全 拎包入住,19.0,1000
昌平巩华家园 地铁旁成熟社区 南北通透高性价比,40.0,1600
兆丰家园南向两居 电梯高层 简装拎包住 业主直签 看,85.0,3700
沙河车站旁两居室精装修民水民电有电梯高楼层随时看房随,90.0,4000
兆丰家园精装一居室QAQ,54.0,3400
"昌平巩华家园:地铁旁成熟社区,宜居优选。绿意绕宅邻和",90.0,4200
沙河地铁巩华家园西二村两居室出租民水民电随时看房拎包,90.0,4400
兆丰家园 2室1卫1厅 85平精装修 业主直签 包物,85.0,4400
正南 北京玫瑰园 5室3厅 精装修,311.0,25000
民园小区精装3居南北通透 低楼层 业主直签 包物业取,88.0,4800
沙河地铁兆丰家园两居室精装修民水民电燃气入户随时看房,90.0,4200
保利芳园 2室1卫1厅 52平精装修 4000元/月,52.0,4000
巩华地铁 汇贤旁佳美小区南北通透两居 业主直签 看房,94.0,3200
西二旗朱辛庄生命科学园高教园地铁一居室出租随时看房随,60.0,2500
沙河精装修 押一付一 家电齐全 整租独卫 采光好 电,25.0,1300
沙河整租 诗和远方很贵 但找我租房不贵 月付拎包即住,22.0,1300
北街家园七区1室1厅精装修,55.0,3700
沙河地铁民园小区南北通透两居 业主直签 包物业取暖,75.0,3500
回龙观生命科学园沙河公交旁两居室出租民水民电随时看房,80.0,2600
民园小区南北通透三居 业主直签 包物业取暖 上学咨询,88.0,4200
顺沙路19号院精装三居室,125.0,5000
"沙河北大桥公交站附近精装两居室,包物业取暖,业主直签",86.0,3100
"北京市昌平区巩华家园近地铁交通便,配套全宜居,京北生",60.0,3600
"连接城乡纽带,交通便捷,周边产业与生活区交融的重要通",90.0,2900
"百葛路新区一居室,全屋实木家具。装修好",85.0,3000
"邻近沙河地铁站,玖耀里商圈,包物业取暖费,民水民电,",56.0,3400
兆丰家园一居室出租民水民电燃气入户有电梯真实价格真实,60.0,3500
巩华家园精装南向一居 高层电梯房 业主直签 包物业取,55.0,3800
北街家园八区 3居室 电梯房 精装修 可随时入住,117.0,5800
沙河一通宿舍小区 2室1卫1厅 66平精装修 360,66.0,3600
"真实图片,北街家园(七区),家具家电全配,随时拎包入",89.0,4000
保利紫荆香谷 3室1卫2厅 89.38平精装修 48,89.0,4800
西二旗朱辛庄生命科学园沙河地铁两居出租随时看房随时入,90.0,4200
巩华家园南一村精装两居室,86.0,4000
北街家园一区正规高性价比 看着舒心 住着放心 看房方,136.0,6200
昌平巩华家园 地铁旁成熟社区 南北通透高性价比,90.0,4200
西二旗朱辛庄生命科学园沙河地铁两居室出租随时看房随时,90.0,4500
保利芳园 1室1卫1厅 41平精装修 包物业 取暖,41.0,3500
展思门南里6号院 2室1卫1厅 95平简装修 300,95.0,3000
北京玫瑰园 5室3厅,266.0,22000
恒大城5号院楼层位置好家具齐全采光观景好拎包入住,88.0,4500
西二旗朱辛庄生命科学园沙河地铁主卧室出租随时看房随时,25.0,1900
民园小区 2室1卫1厅 平精装修 业主直签 看房方便,74.0,3500
百葛路3号院精装一居室,54.0,2700
"福田通勤优选,近中石油 移动信息港 押一付一 家电齐",25.0,1300
兆丰家园精装两居室QAQ,86.0,4000
北京玫瑰园10室7厅豪华装修,735.0,100000
沙河地铁19号院一区 2室1卫1厅 上学咨询 包物业,55.0,3500
沙河生产宿舍 2室1卫1厅 65平简装修 业主直签,65.0,3000
青年创业公寓精装两居室,86.0,4000
保利罗兰香谷 2室1卫1厅 52平精装修 包物业取暖,52.0,3700
"百葛路:连接城乡纽带,兼具交通要冲与区域发展活力的重",60.0,2900
"百葛路是昌平区重要道路,串联京藏高速与北六环,交通繁",60.0,3500
沙河地铁巩华家园两居室精装修民水民电有电梯随时拎包入,90.0,4500
北街家园(八区)交通便利拎包入住首次出租3700.0,89.0,3700
昌平巩华家园 地铁旁成熟社区 南北通透高性价比,125.0,4800
三期临水独栋 观湖 院1000平 精装 可长租随时看,625.0,25000
兆丰家园南北通透两居 电梯高层 月租4600,85.0,4600
"真实图片,北街家园(五区),家具家电全配,随时拎包入",70.0,4000
保利紫荆香谷 2室1卫1厅 60平精装修 看房方便,60.0,3900
"邻近沙河地铁站,包物业取暖费,玖耀里商圈,集中供暖,",126.0,5500
沙河地铁巩华家园南北通透两居 看房方便 业主直签 性,85.0,4000
"超适合接待,做的客户,高端大气上档次",1498.0,60000
沙河地铁兆丰家园南北通透两居 业主直签 包物业取暖,85.0,3800
北街家园六区2室1厅精装修,63.0,4200
高教新城惠风园 1室1卫0厅 35平精装修 包物业取,35.0,2500
昌平线沙河地铁兆丰家园三居次卧出租民水民电随时看房拎,20.0,1600
百葛路3号院 2室1卫2厅 90平精装修 包物业取暖,90.0,3500
正南北京玫瑰园6室4厅精装修,736.0,100000
"兆丰家园:交通便捷达全城,京北宜居暖日常。小区门口就",50.0,2000
兆丰家园东区精装两居室,74.0,4000
北街家园(六区)2居室交通方便中间楼层采光好拎包入住,76.0,3600
保利芳园 2室1卫1厅 55平 看房方便 业主直签,55.0,4000
"地铁近、公交密、路网畅,商业全、教育优、环境佳,兆丰",45.0,1800
沙河大桥公交站回收宿舍 2室1卫1厅 68平中装修,68.0,3200
科华新城精装两居室QAQ,86.0,4000
"精装一居室,首次出租,业主直签",68.0,2500
南北通透北街家园五区3室1厅,89.0,4500
沙阳路一通小区巩华新村一居室出租民水民电燃气入户随时,60.0,3300
沙河地铁东主卧次卧主卧独卫出租随时看房随时入住,25.0,1700
南北通透北街家园一区3室1厅精装修,78.0,4500
南北通透北街家园八区3室2厅精装修,124.0,6600
正南北街家园六区3室1厅精装修,106.0,4500
汇贤博达小区 2室1卫1厅 86平精装修 随时入住首,86.0,4000
"紧邻沙河北大桥公交车站低楼层精装两居室,业主直签",65.0,3000
"碧水庄园新出租赁房源,千平纯独栋别墅,自住兼接待",385.0,25000
北京玫瑰园三期独栋别墅 大花园 套内使用面积620平,377.0,35000
沙河地铁巩华家园北二村 1室1卫1厅 55平精装修,55.0,4000
"淡定!北街家园(七区)如此正规的3室,你还在等什么!",89.0,4000
兆丰家园西区精装两居室价格可聊,86.0,4000
昌平沙河精装南向一居 电梯中层 3200/月,55.0,3200
西二旗朱辛庄生命科学园沙河地铁一居室出租随时看房随时,60.0,3600
昌平滟澜新宸 豪华三室两厅 个人首次出租,95.0,6200
"地铁近、公交密、路网畅,商业全、教育优、环境佳,兆丰",60.0,3900
沙河中学宿舍 2室1卫1厅 70平中装修 业主直签,70.0,3200
"昌平南一村:生活便利,近商圈,交通顺,邻里和睦,生活",60.0,3800
沙河整租 诗和远方很贵 但找我租房不贵 月付拎包即住,22.0,1300
沙河地铁顺沙路19号院 南向一居室 电梯中层 业主直,55.0,3200
沙河地铁巩华家园南北通透精装两居 业主直签 包物业取,85.0,4000
近福田 0中介 通勤984医院 纳通医疗 大北农 押,30.0,1300
"邻近沙河地铁站,集中供暖,包物业取暖费,玖耀里商圈,",121.0,5200
科华新城精装两居室随时入住,86.0,4000
巩华地铁佳美小区 3室1卫2厅 包物业取暖 业主直签,110.0,4000
北街家园六区2室1厅,72.0,1500
好房推荐!北清创意园公交昌平线生命科学园北大国际合生,10.0,1499
沙河整租 诗和远方很贵 但找我租房不贵 月付拎包即住,22.0,1300
正南 北京玫瑰园 6室4厅 精装修,736.0,100000
"昌平西二村:近巩华城地铁,公交密布,生活配套全,烟火",90.0,4400
"地铁近、公交密、路网畅,商业全、教育优、环境佳,兆丰",60.0,3500
北街家园六区2室1厅,72.0,1500
"百葛路:连接城乡纽带,兼具交通要冲与区域发展活力的重",60.0,2900
沙河地铁民园小区 2室1卫1厅 75平简装修 340,70.0,3400
沙河大桥公交站回收宿舍 2室1卫1厅 68平中装修,68.0,3200
沙河地铁兆丰家园南向精装一居 业主直签 看房方便,55.0,3200
兆丰家园 1室1卫1厅 55平精装修 业主直签 看房,55.0,3500
北一街8号4室3厅精装修,353.0,22000
科信路66号院 南北通透精装两居 电梯低层 业主直签,85.0,3000
紧离沙河地铁100米巩华家园北二村 2室1卫1厅 精,89.0,5000
百葛路3号院二区精装两居室,90.0,3300
西二旗朱辛庄生命科学园沙河地铁两居室出租随时看房随时,80.0,4200
"青年创业公寓:筑梦空间,聚才高地,赋能青春创想,共启",90.0,3400
沙河整租 诗和远方很贵 但找我租房不贵 月付拎包即住,22.0,1300
"百葛路:连接城乡纽带,兼具交通要冲与区域发展活力的重",90.0,3400
"玫瑰园别墅,集中供暖巴适的很,适合住家,三卧室朝南,",328.0,18500
西二旗朱辛庄生命科学园沙河地铁一居室出租随时看房随时,60.0,3600
回龙观生命科学园沙河线材厂宿舍两居室出租民水民电随时,76.0,3000
巩华家园东一村 2室1卫1厅 业主直签 包物业取暖,85.0,4700
昌平巩华家园 地铁旁成熟社区 南北通透高性价比,60.0,3800
沙河地铁兆丰家园一居室出租民水民电燃气入户随时看房拎,60.0,3500
沙阳路一通小区一居室出租民水民电随时看房随时入住,50.0,2700
佳美小区 2室1卫1厅 83平简装修 包物业取暖 房,83.0,3000
北街家园(五区)南环里前后双阳台拎包入住全新家电40,88.0,4000
沙河精装修 押一付一 家电齐全 整租独卫 采光好 电,25.0,1300
"顺沙路19号院交通畅达、配套全、绿化优、停车免费,生",90.0,3800
"玫瑰园租别墅找我,包物业,包供暖,您想要的房源都在这",270.0,16000
北街家园六区2室1厅精装修,63.0,4300
科信路66号院 南北通透精装两居 电梯中层 3000,85.0,3500
西二旗朱辛庄生命科学园沙河地铁两居室出租随时看房随时,90.0,4500
南北通透北街家园八区3室2厅精装修,124.0,6600
"交通便(近地铁公交),配套全(商超学校),环境好(高",90.0,4000
"近地铁沙河站,公交密集高速环绕;商超、学校、医院、公",90.0,3600
正南北街家园八区2室1厅精装修,89.0,4800
昌平线巩华城地铁附近两居室出租民水民电随时看房随时入,70.0,2800
"百葛路连接城乡纽带,兼具交通要冲与区域发展活力的重要",90.0,2900
"紧邻沙河北大桥公交车站低楼层精装两居室,业主直签",65.0,3000
沙河地铁巩华家园两居室精装修民水民电有电梯随时拎包入,90.0,4500
沙河一通宿舍小区 2室1卫1厅 60平中装修 包物业,60.0,3600
南北通透五福家园2室1厅精装修,90.0,4000
沙河中海丽春湖·洋房 3室1卫1厅 89平精装修,89.0,6200
"北街家园(八区)1室,干净清爽拎包入住,家电全配,真",36.0,2200
沙河地铁巩华家园南一村 1室1卫1厅 业主直签 看房,55.0,3600
西二旗朱辛庄沙河地铁兆丰家园一居室出租民水民电随时看,60.0,3500
"北街家园(八区)1室,干净清爽拎包入住,家电全配,真",35.0,2400
"北街家园(七区) 居住舒适,干净整洁, 随时入住,4",86.0,4400
昌平巩华家园 地铁旁成熟社区 南北通透高性价比,120.0,1600
展思门南里6号院 2室1卫2厅 94平简装修 业主直,94.0,3300
沙河 电梯独卫 整租一居 家电齐全 押一付一 租期灵,30.0,1300
新上兆丰家园南向一居 家具家电齐全 包物业供暖 业主,56.0,3300
昌平北街家园(八区)电梯房初次出租1居2200.00,32.0,2200
"近福田,沙河精装房 押一付一 价格可谈 租期灵活",30.0,1200
昌平沙河保利罗兰香谷 2室1厅 87㎡ 4800元/,87.0,4800
昌平线沙河地铁兆丰家园三居次卧出租民水民电随时看房拎,20.0,1600
科华新城精装两居室QAQ,86.0,4000
沙河佳美小区 2室1卫1厅 83平中装修 3600元,82.0,3500
顺沙路19号院精装3居室,125.0,5000
民园小区 2室1卫1厅 图照的不好但真实,66.0,3700
"沙河大桥水工机械厂,两居室随时入住,包物业取暖.业主",65.0,3200
"连接城乡纽带,交通便捷,周边产业与生活区交融的重要通",90.0,4000
化轻宿舍院 2室1卫1厅 70平中装修 3200元/,70.0,3200
"近地铁沙河站,公交密集高速环绕;商超、学校、医院、公",90.0,3600
沙河地铁 巩华家园西二村 精装修 89平 南向可谈包,90.0,4500
"百葛路房源,采光好,近地铁,随时看房。生活便利及周边",90.0,3200
沙河地铁 巩华家园西二村 南北两居室出租 随时看房,90.0,4300
保利芳园南向一居 独立阳台卫浴 业主直租,42.0,3400
"亲,还在辛苦寻找吗,这就是您温暖的家,北街家园(八区",35.0,1800
自家花园300平 小区观景房源 靠近业主公园,294.0,20000
"沙河地铁站附近精装两居室,包物业取暖,性价比高业主直",85.0,4200
"地铁近、公交密、路网畅,商业全、教育优、环境佳,兆丰",60.0,3900
西二旗朱辛庄巩华家园一居室精装修民水民电随时看房 随,60.0,3980
昌平沙河保利芳园 1室1厅 42㎡ 3400元/月,42.0,3400
"兆丰家园西区,地铁五路,去市场仅需三。市场后是商场",125.0,1600
保利紫荆香谷 2室1卫1厅 60平精装修 看房方便,60.0,3900
巩华家园南北通透两居室精装修民水民电燃气入户随时看房,90.0,4300
巩华地铁 汇贤旁佳美小区南北通透两居 业主直签 看房,94.0,3200
昌平沙河高教大楼 1室1厅 18.07㎡ 1200元,18.0,1200
昌平沙河珠江摩尔公元 3室1厅 68㎡ 5300元/,68.0,5300
巩华家园南一村精装两居室,86.0,4000
西二旗朱辛庄生命科学园沙河地铁一居室出租随时看房随时,55.0,3400
沙阳路保利罗兰香谷两居室精装修民水民电燃气入户随时看,90.0,4200
沙河地铁巩华家园两居室出租民水民电燃气入户随时看房随,90.0,4500
"巩华家园一居室价格漂亮,装修豪华。随时可以看房",90.0,3000
西二旗朱辛庄生命科学园巩华城地铁两居室出租随时看房随,90.0,3300
昌平巩华家园 地铁旁成熟社区 南北通透高性价比,90.0,4000
沙河地铁巩华家园南一村两居室精装修随时看房随时入住,90.0,4600
保利芳园 2室1卫1厅 55平 看房方便 业主直签,55.0,4000
南北通透北街家园八区3室2厅精装修,124.0,6000
沙河北大桥展思门路三居室出租二层民水民电燃气入户随时,130.0,4500
昌平沙河保利紫荆香谷 4室1厅 99.86㎡ 580,99.0,5800
"昌平西二村:近巩华城地铁,公交密布,生活配套全,烟火",90.0,4300
佳美小区 2室1卫1厅 95平精装修 包物业取暖,95.0,3700
"兆丰家园西区离地铁很近,附近有菜市场及商场玖耀里。楼",90.0,2000
"青年创业公寓:近产业区、配套全,宜业宜居,年轻人聚居",90.0,4000
沙河兆丰家园两居电梯房民水电包物业取暖家具家电齐全随,75.0,3800
高教大楼 超赞精装修1居室 家电齐全 拎包入住,19.0,1000
"昌平青年创业公寓:筑梦空间,聚才高地,赋能青春创想,",90.0,3400
巩华家园南北通透精装两居 电梯高层4800/月,85.0,4800
昌平巩华家园 地铁旁成熟社区 南北通透高性价比,60.0,3500
北街家园(五区)超值2室 让您一饱眼福 赶快行动,72.0,4000
沙河青年创业公寓精装两居,86.0,4000
西二旗朱辛庄生命科学园沙河地铁一居室出租随时看房随时,60.0,3400
巩华家园东一村 2室1卫1厅 85平简装修 4900,85.0,4900
昌平滟澜新宸 豪华三室两厅 个人首次出租,95.0,6200
兆丰家园南北通透两居 精装电梯房4000/月,85.0,4000
绿城阳光精装两居室130平,130.0,3000
兆丰家园西区 通风好 1室1厅1卫 精装修,68.0,3400
"沙河北大桥公交站附近精装两居室,包物业取暖,业主直签",86.0,3100
昌平沙河高教大楼 1室1厅 18.78㎡ 900元/,18.0,900
高教园地铁恒大城三居室出租民水民电有电梯中高层随时入,90.0,4000
西二旗朱辛庄生命科学园沙河医院附近两居室三居室出租随,106.0,3500
0!北清创意园近北大国际正旦博雅CC生命科学园地铁,14.0,1800
沙河地铁民园小区东向一居室 高层采光好 业主直签 包,54.0,2600
昌平沙河高教大楼 1室1厅 18.78㎡ 1200元,18.0,1200
北街家园六区3室1厅,77.0,3900
性价比好房!豆各庄新村南向卧室近朱辛庄地铁万达广场石,15.0,1650
"惊爆!保利罗兰香谷 精装修 3室,只需5500.00",92.0,5500
中欣公寓 实拍 位置真实 押一付一 有电梯 家电齐全,20.0,1400
沙河地铁民园小区 1室1卫1厅 55平精装修 看房方,55.0,3500
昌平巩华家园 地铁旁成熟社区 南北通透高性价比,60.0,3500
昌平沙河昌艺园 2室1厅 67.11㎡ 4600元/,67.0,4600
昌平沙河高教大楼 1室1厅 18.78㎡ 1000元,18.0,1000
青年创业公寓精装两居室,86.0,4000
巩华地铁东环北里 2室1卫1厅 业主直签 学位咨询,85.0,3200
沙河地铁巩华家园南北通透精装两居 业主直签 包物业取,85.0,4000
巩华家园西二村精装一居室,54.0,3800
"顺沙路19号院交通畅达、配套全、绿化优、停车免费,生",90.0,3300
百葛路3号院精装两居室,86.0,3100
整租·沙河镇南一村 2室1厅 南/北,78.0,2880
整租·沙河·五福家园·3室,120.0,4800
整租·中海汇智里 3室3厅 南/北,107.0,5460
整租·沙河·北街家园五区·3室,86.0,4200
整租·北街家园六区 1室1厅 西,26.0,3290
整租·北街家园七区 2室1厅 南/北,87.0,4300
整租·龙湖滟澜新宸东区 3室1厅 南/北,95.0,4500
整租·朱辛庄·碧水庄园·2室,95.0,5500
整租·北街家园六区 2室1厅 东/西,63.0,3800
整租·北街家园五区3室1厅,88.0,3700
整租·北街家园八区 1室0厅 西,35.0,2400
整租·北街家园七区 3室1厅 南,89.0,4500
整租·北街家园六区4室2厅,88.0,6100
整租·沙河·北街家园一区·2室,84.0,4300
整租·北街家园五区 2室1厅 南/北,70.0,4200
整租·民园小区 2室1厅 南/北,74.0,3280
整租·北街家园八区 1室0厅 西,34.0,2900
整租·北街家园八区 2室1厅 南/北,88.0,4300
整租·沙河·北街家园八区·2室,64.0,4100
整租·沙河·北街家园六区·3室,77.0,4500
整租·保利芳园1室1厅,42.0,3200
整租·北街家园七区 2室2厅 复式 西,90.0,4200
整租·沙河·北街家园五区·3室,88.0,4300
整租·五福家园 3室2厅 南/北,122.0,4200
整租·北街家园六区 3室1厅 东/西,74.0,4000
整租·北街家园一区 3室1厅 南/北,90.0,4100
整租·北街家园六区2室1厅,72.0,3600
整租·保利芳园 1室1厅 东,41.0,3300
整租·朱辛庄·信苑小区·2室,78.0,4000
整租·沙河·北街家园五区·3室,97.0,4000
整租·沙河·北街家园八区·1室,35.0,2700
整租·沙河·保利罗兰香谷·4室,133.0,7000
整租·龙湖滟澜新宸西区 2室2厅 南,110.0,4300
整租·碧水庄园4室2厅,314.0,40000
整租·北街家园六区2室1厅,64.0,3900
整租·龙湖滟澜新宸东区 3室1厅 南/北,95.0,5100
整租·北街家园六区 4室1厅 东/西,87.0,5100
整租·保利芳园 1室1厅 南,40.0,3600
整租·沙河·北街家园八区·2室,88.0,4800
整租·北街家园五区 4室2厅 东/南/北,135.0,7500
整租·中海瓦尔登湖 5室2厅 南/北,288.0,21000
整租·北街家园八区 1室0厅 东,35.0,2800
整租·北街家园八区 1室0厅 西,35.0,3000
整租·龙湖滟澜新宸西区3室1厅,124.0,5200
整租·北街家园五区 2室1厅 南/北,89.0,4050
整租·北街家园八区 5室1厅 南/北,89.0,6000
整租·民园小区 2室1厅 南/北,70.0,3300
整租·高教大楼1室0厅,18.0,1350
整租·高教大楼1室0厅,18.0,1100
整租·保利罗谷小区 1室0厅 南,48.0,3500
