名称,面积(㎡),月租金(元)
合租·天通苑·天通西苑二区·4室·房间A,20.0,2600
整租·天通苑·天通苑东一区·2室,92.0,5800
整租·天通苑东三区 2室1厅 南/北,92.0,4900
整租·天通苑·天通苑本四区·2室,74.0,4700
整租·天通苑·天通苑本六区·2室,91.0,5150
整租·天通苑北二区 2室1厅 东南,101.0,5600
合租·天通苑·天通苑西三区·5室·房间D,12.0,1300
整租·天通苑北二区2室1厅,103.0,6500
整租·天通苑东一区 2室1厅 南/北,112.0,6000
整租·天通西苑三区 3室2厅 西北,177.0,8500
整租·太平家园 3室1厅 南/北,119.0,6800
整租·天通苑·天通苑北三区·2室,110.0,6000
合租·天通苑·天通苑东二区·5室,15.0,1300
合租·天通苑·天通西苑二区·4室·房间D,20.0,2150
整租·天通苑东三区 2室1厅 南,117.0,5300
整租·天通苑·丽水园-天通苑·2室,92.0,5500
合租·天通苑·天通苑东二区·4室,18.0,1910
整租·天通苑·天通苑北三区·2室,85.0,5200
整租·天通苑东三区 2室2厅 南/北,110.0,5800
整租·天通公园里 1室1厅 东北,48.0,5000
合租·天通苑·天通苑西三区·4室·房间A,25.0,2850
整租·天通苑东一区 2室2厅 南/北,103.0,5700
整租·天通苑·天通苑中苑·3室,142.0,6000
整租·北七家·燕城苑小区·3室,115.0,4200
整租·天通西苑一区3室1厅,149.0,7200
合租·天通苑·天通苑东三区·3室·房间C,10.0,1500
合租·天通苑·天通苑西一区·4室·房间A,15.0,2800
整租·天通苑·天通苑东一区·2室,101.0,4900
合租·天通苑·天通苑东二区·5室·房间D,17.0,1750
整租·天通苑·天通苑北三区·1室,63.0,4500
整租·天通苑·天通苑本四区·2室,74.0,4700
整租·天通中苑二区3室1厅,167.0,12000
合租·天通苑·天通苑西一区·4室·房间C,18.0,1700
整租·天通苑·天通苑本四区·2室,100.0,5000
整租·天通苑四区 2室1厅 南,74.0,6060
整租·天通苑·天通苑东一区·2室,88.0,5200
合租·天通苑·天通苑本四区·7室·房间D,21.0,1750
合租·天通苑·天通苑东一区·5室·房间E,10.0,1450
整租·天通西苑二区 2室1厅 西南,93.0,5600
合租·天通苑·天通苑东一区·5室·房间C,25.0,1750
合租·天通苑·天通苑东三区·4室·房间B,24.0,1600
整租·天通苑·天通苑本六区·2室,77.0,4700
整租·天通苑东二区 2室1厅 南/北,112.0,5300
整租·天通苑东一区 2室1厅 南/北,88.0,4900
整租·天通中苑二区5室2厅 复式,267.0,20000
整租·天通苑·天通苑本五区·2室,78.0,5600
整租·天通西苑三区 3室1厅 南,138.0,7500
整租·天通苑二区1室1厅,61.0,4450
整租·天通苑北三区 2室1厅 南/北,96.0,5775
合租·天通苑·天通西苑二区·4室·房间C,20.0,2000
合租·天通苑·天通苑北二区·4室·房间A,30.0,2700
整租·天通西苑一区 3室1厅 南/北,155.0,9800
整租·天通中苑二区1室1厅,75.0,6100
合租·天通苑·天通苑本四区·4室·房间A,28.0,2800
整租·天通苑东二区2室1厅,106.0,5500
整租·天通中苑二区2室2厅,144.0,9200
整租·北七家·燕城苑小区·2室,91.0,3600
整租·天通苑·都市芳园·2室,90.0,5600
整租·太平家园 3室2厅 南/北,119.0,6000
整租·天通苑·天通苑东一区·2室,93.0,4800
整租·天通苑三区 3室1厅 南/北,128.0,6200
整租·天通公园里2室1厅,70.0,5300
整租·燕城苑南区2室1厅,68.0,3850
整租·天通苑·天通苑中苑·2室,109.0,5800
整租·天通苑东一区 4室2厅 南/北,235.0,9000
整租·天通苑东三区 3室1厅 南/北,134.0,6800
整租·天通苑北二区2室1厅,111.0,6510
整租·天通苑五区 2室1厅 南/北,78.0,5000
整租·天通苑·天通苑东一区·2室,125.0,5500
合租·天通苑·天通苑本四区·3室,28.0,2300
合租·天通苑·天通苑东三区·4室·房间C,18.0,1700
合租·天通苑·天通苑北三区·5室,7.0,1200
合租·天通苑·天通苑西三区·3室·房间B,25.0,2300
合租·天通苑·天通苑西一区·4室·房间B,20.0,1750
整租·天通苑·天通苑北二区·2室,114.0,6337
整租·天通苑·天通苑北三区·3室,97.0,8000
整租·天通苑·都市芳园·5室,247.0,15000
整租·天通苑·天通苑西一区·3室,300.0,23000
合租·天通苑·天通苑北二区·4室·房间C,17.0,1900
整租·天通苑四区2室1厅,79.0,5600
合租·天通苑·天通苑北二区·3室·房间C,11.0,2300
整租·天通苑二区3室2厅,157.0,8000
合租·天通苑·天通苑西三区·5室·房间E,8.0,1800
整租·天通苑六区 2室1厅 南/北,74.0,5300
合租·天通苑·天通苑西三区·3室·房间B,19.0,2100
合租·天通苑·天通苑北二区·4室·房间C,16.0,1800
整租·太平家园 2室1厅 南,71.0,6160
整租·天通苑·天通苑本六区·2室,77.0,4700
合租·天通苑·天通苑西三区·5室·房间A,28.0,3000
合租·天通苑·天通苑西一区·5室·房间C,15.0,1900
整租·天通苑·天通苑本四区·2室,103.0,5200
整租·天通苑·天通苑东一区·2室,98.0,5700
整租·天通苑东二区 3室2厅 南/北,129.0,8000
整租·天通苑·天通苑东三区·2室,100.0,17000
整租·天通苑·天通苑东一区·2室,101.0,5200
整租·天通西苑二区 2室1厅 南,93.0,5800
整租·天通苑·天通苑东三区·2室,92.0,5200
整租·天通苑·天通西苑二区·2室,93.0,6000
合租·天通苑·天通苑西一区·5室·房间E,27.0,2400
合租·天通苑·天通苑东二区·3室·房间C,12.0,1600
整租·天通苑·天通苑东一区·2室,115.0,4900
合租·天通苑·天通苑北三区·5室·房间C,12.0,1500
整租·天通西苑二区 2室2厅 南/北,132.0,7000
整租·天通苑·太平家园小区·3室,91.0,6000
整租·天通中苑二区3室1厅,167.0,12000
整租·天通苑北三区 2室1厅 南/北,97.0,5500
合租·天通苑·天通苑中苑·4室,13.0,2510
整租·天通苑·天通苑本六区·2室,84.0,5000
整租·天通苑·天通苑本二区·2室,88.0,4100
整租·太平家园 2室1厅 南/北,91.0,6000
合租·天通苑·天通苑西三区·4室·房间B,30.0,2150
整租·天通苑北三区 6室4厅 南/西/北,148.0,11500
合租·天通苑·天通苑北二区·3室·房间C,6.0,1520
合租·天通苑·天通苑中苑·4室·房间B,28.0,1750
整租·丽水园 2室1厅 南,87.0,5600
合租·天通苑·天通苑东二区·4室,25.0,2600
合租·天通苑·天通苑西一区·4室·房间C,11.0,1400
整租·天通苑·天通西苑二区·2室,81.0,5800
合租·天通苑·天通苑东一区·4室·房间D,20.0,1750
合租·天通苑·天通苑北三区·4室,20.0,2700
合租·天通苑·天通苑东一区·3室·房间C,30.0,2700
整租·天通苑·天通苑西一区·4室,155.0,11000
合租·天通苑·天通苑北三区·4室,50.0,2200
合租·天通苑·天通苑西三区·5室·房间E,20.0,2200
整租·天通苑东一区 5室1厅 南/北,163.0,7800
整租·天通苑北三区2室1厅,97.0,6200
整租·天通苑·天通苑东三区·2室,110.0,5200
整租·天通苑东一区 1室1厅 南/北,100.0,4900
整租·天通苑四区 2室1厅 南/北,110.0,6000
整租·天通苑·天通苑北三区·2室,111.0,6000
整租·天通苑·天通苑东三区·3室,150.0,6990
合租·天通苑·天通苑西三区·4室·房间D,10.0,1680
整租·天通苑·天通苑本四区·2室,92.0,4800
合租·天通苑·天通苑西一区·4室·房间D,13.0,1730
整租·天通苑·天通苑本三区·2室,67.0,5100
合租·天通苑·天通苑东一区·6室·房间F,8.0,1500
整租·天通苑·天通苑东一区·1室,124.0,5100
整租·太平家园 2室1厅 南/北,91.0,6000
合租·天通苑·天通苑中苑·4室,14.0,3000
整租·天通苑东一区2室2厅,114.0,5700
合租·天通苑·都市芳园·4室·房间C,23.0,1600
整租·天通苑五区 3室2厅 南/北,160.0,8600
整租·天通苑·中滩园·2室,71.0,4800
合租·天通苑·天通苑西一区·3室·房间A,25.0,3100
整租·天通苑东一区 2室1厅 西,106.0,5700
合租·天通苑·天通苑北二区·7室·房间E,15.0,1550
合租·天通苑·天通西苑二区·3室·房间C,25.0,2300
整租·天通苑·天通苑东二区·3室,141.0,8600
整租·天通苑中苑3室1厅,148.0,8500
合租·天通苑·天通苑北三区·4室,20.0,2700
整租·天通苑·天通苑东一区·2室,93.0,4800
整租·天通苑东一区 2室2厅 南/北,90.0,5300
整租·天通苑北三区1室1厅,56.0,4900
整租·天通苑东二区2室1厅,127.0,6000
整租·天通苑东三区3室2厅,134.0,7200
整租·天通苑中苑 3室1厅 南/北,149.0,6500
合租·天通苑·天通苑中苑·6室,25.0,2500
合租·天通苑·天通苑东三区·4室·房间D,11.0,1300
整租·天通苑东三区 2室1厅 南/北,91.0,5500
合租·天通苑·天通苑西一区·4室·房间C,12.0,1550
合租·天通苑·天通苑东三区·4室·房间D,6.0,1700
整租·北七家·燕城北苑·2室,84.0,4500
合租·天通苑·天通苑西一区·4室·房间D,25.0,1800
整租·天通西苑一区 3室1厅 东/南/北,121.0,8300
合租·天通苑·天通苑北三区·5室,30.0,3500
整租·天通苑·天通苑东一区·2室,86.0,5200
整租·天通苑东三区3室2厅,132.0,6650
整租·天通苑·天通苑北二区·2室,114.0,6000
整租·天通苑东一区 3室1厅 南/北,129.0,6200
整租·天通苑中苑 2室1厅 西南,103.0,6800
整租·天通苑东一区 2室2厅 南/北,103.0,5400
整租·北七家·燕青小区·2室,88.0,4200
整租·天通苑·天通苑东一区·2室,101.0,5200
整租·天通苑东一区 3室1厅 南/北,108.0,5500
整租·天通西苑三区 3室2厅 南/北,156.0,7800
整租·天通苑东一区 2室1厅 南/北,88.0,4900
合租·天通苑·天通苑中苑·4室,32.0,2900
整租·天通苑·天通苑西三区·3室,160.0,8500
合租·天通苑·太平家园小区·3室·房间A,18.0,2350
整租·天通公园里2室1厅,79.0,5400
整租·天通苑·天通苑中苑·2室,104.0,5500
合租·天通苑·天通苑北三区·4室·房间B,13.0,2100
整租·天通苑·天通苑北二区·1室,50.0,4100
整租·天通苑·天通苑北二区·2室,102.0,6500
合租·天通苑·天通苑西一区·5室·房间C,12.0,1700
合租·天通苑·天通苑东一区·4室,8.0,1800
合租·天通苑·天通苑西一区·4室·房间D,16.0,2200
整租·天通苑五区3室2厅,145.0,9000
合租·天通苑·天通苑东二区·5室·房间A,30.0,2500
整租·天通苑·天通苑北三区·2室,110.0,6000
整租·天通苑·天通苑本五区·3室,145.0,7500
合租·天通苑·天通西苑二区·3室·房间B,17.0,2400
合租·天通苑·天通苑本五区·5室,40.0,3000
整租·天通苑·天通苑东一区·3室,130.0,6100
整租·天通苑三区3室2厅,134.0,7033
整租·天通苑·天通苑中苑·3室,168.0,7500
整租·天通苑·天通苑西三区·3室,147.0,8500
整租·天通苑·天通苑北二区·2室,114.0,6500
整租·天通苑北三区 2室2厅 南/北,108.0,5500
整租·天通公园里2室1厅,48.0,4500
整租·天通苑·天通西苑二区·1室,61.0,4600
整租·天通苑北二区 2室1厅 东/北,113.0,6000
整租·天通苑·天通苑西三区·2室,96.0,4800
合租·天通苑·天通苑中苑·3室·房间B,15.0,2700
合租·天通苑·天通苑西三区·4室·房间B,20.0,2200
整租·天通西苑三区 1室1厅 东,83.0,5100
整租·天通中苑二区2室1厅,135.0,10000
整租·天通苑六区2室1厅,96.0,4200
整租·天通苑·天通苑东三区·3室,106.0,5600
整租·天通苑·天通苑东一区·2室,92.0,5700
整租·天通苑·天通公园里·2室,55.0,5200
整租·天通苑中苑 2室1厅 西南,103.0,6800
整租·天通苑·天通西苑二区·2室,84.0,5300
整租·天通苑东三区 2室2厅 南/北,110.0,5800
整租·天通苑·天通苑北三区·4室,150.0,2500
整租·天通苑北二区3室2厅,131.0,8000
整租·天通苑北三区 2室1厅 南/北,111.0,5800
整租·天通苑东一区 4室2厅 复式 南/北,166.0,7300
整租·天通苑六区 2室1厅 南/北,87.0,4900
整租·天通苑·回南家园·2室,98.0,5400
合租·天通苑·天通苑西一区·4室·房间D,11.0,1600
整租·天通苑东三区2室1厅,88.0,5000
合租·天通苑·天通苑东二区·7室·房间G,6.0,1000
整租·天通西苑二区 3室2厅 西南/北,148.0,7800
整租·天通苑东三区 2室1厅 南,117.0,5300
整租·天通苑·都市芳园·2室,86.0,6000
整租·北七家·燕城北苑·2室,84.0,4500
整租·天通西苑三区 2室1厅 西,96.0,5400
整租·天通苑五区2室1厅,95.0,6590
整租·天通西苑三区 2室2厅 东/西,123.0,6500
整租·天通苑·天通苑中苑·3室,142.0,6000
整租·天通苑中苑 4室2厅 南/北,162.0,12000
整租·天通苑中苑 4室2厅 南/北,161.0,10600
合租·天通苑·天通苑东一区·5室·房间C,18.0,1000
整租·天通苑五区 2室1厅 南/北,78.0,5000
整租·天通苑·天通苑本三区·1室,50.0,4000
合租·天通苑·天通苑中苑·5室·房间C,18.0,1700
合租·天通苑·天通苑东三区·4室·房间A,30.0,2600
整租·天通苑·天通苑东二区·2室,100.0,5500
整租·天通苑东二区 2室1厅 东/西,85.0,5200
整租·天通苑·天通西苑二区·1室,61.0,4500
整租·天通苑·天通苑北三区·3室,125.0,6500
整租·天通中苑二区2室1厅,96.0,8500
整租·天通西苑二区 3室1厅 南/北,133.0,7300
合租·天通苑·天通苑西三区·4室,40.0,2490
整租·天通苑东一区 3室1厅 南/北,108.0,5500
整租·天通苑·天通苑东一区·2室,89.0,5500
整租·天通苑东一区 1室1厅 东,74.0,4500
整租·天通苑东一区 1室1厅 西,75.0,4500
整租·天通西苑三区 2室1厅 西,97.0,5600
