名称,面积(㎡),月租金(元)
合租·西三旗·上奥世纪中心·3室·房间B,18.0,2400
整租·回龙观·龙跃苑一区·3室,123.0,7800
整租·回龙观·龙锦苑六区·2室,101.0,5800
整租·矩阵二期1室1厅,43.0,5230
整租·龙禧苑一区 3室1厅 南/北,105.0,6800
整租·龙跃苑三区 2室1厅 南/北,92.0,5800
合租·朱辛庄·领秀慧谷C区·4室·房间A,20.0,19000
合租·霍营·龙锦苑东五区·4室,15.0,1600
整租·龙锦苑东三区 2室2厅 南/北,101.0,5500
整租·北店嘉园2室1厅,77.0,5300
整租·龙跃苑东四区3室1厅,126.0,8200
整租·东亚上北中心1室1厅,56.0,4800
整租·北京市农学院家属宿舍 3室1厅 南/北,86.0,6000
整租·龙泽·龙腾苑六区·3室,118.0,7800
整租·万橡悦府一期 3室1厅 南/北,89.0,7800
整租·流星花园三区2室1厅,94.0,7000
整租·龙跃苑四区3室1厅,119.0,7000
整租·回龙观·龙锦苑五区·3室,122.0,6900
合租·西三旗·上奥世纪中心·3室·房间C,15.0,2300
整租·回龙观·龙腾苑二区·2室,91.0,6500
整租·领秀慧谷C区 3室2厅 南/北,123.0,8300
整租·回龙观·龙锦苑六区·2室,155.0,6400
整租·流星花园三区2室1厅,86.0,6600
整租·回龙观·龙锦苑一区·2室,89.0,5500
整租·轮胎厂宿舍1室1厅,52.0,4100
整租·朱辛庄·领秀慧谷C区·1室,57.0,4900
整租·回龙观·流星花园三区·2室,100.0,6100
整租·回龙观·北回归线·1室,46.0,3800
整租·霍营·旺龙花园·1室,41.0,4300
整租·云趣园二区 3室2厅 南/北,122.0,7500
整租·上北鑫座1室0厅,45.0,4500
整租·万橡悦府一期 3室2厅 南/北,88.0,6900
整租·霍营·首开国风美唐二期·2室,82.0,6500
合租·霍营·龙跃苑东二区·4室·房间A,17.0,2850
整租·龙腾苑二区 2室1厅 南/北,91.0,7300
整租·龙旗广场 1室1厅 东,60.0,4800
整租·朱辛庄·领秀慧谷A区·2室,84.0,6500
整租·回龙观·矩阵小区一期·2室,62.0,4900
整租·矩阵二期 2室1厅 南/北,118.0,6800
整租·领秀慧谷A区 3室1厅 东/南/北,89.0,5600
合租·回龙观·龙博苑二区·3室·房间B,14.0,2150
整租·霍营·龙锦苑东五区·2室,99.0,5500
整租·回龙观·建发文源府·2室,79.0,6800
合租·回龙观·龙禧苑二区·5室·房间A,18.0,2600
整租·领秀慧谷A区 1室1厅 南,63.0,5200
整租·首开国风美唐二期 2室1厅 东,82.0,6500
整租·霍营·龙锦苑东三区·4室,124.0,9000
整租·朱辛庄·领秀慧谷C区·2室,89.0,7000
整租·流星花园三区 2室1厅 南/北,103.0,6400
整租·朱辛庄·领秀慧谷A区·1室,63.0,4800
整租·京投发展公园悦府一区 2室1厅 南/北,92.0,6300
整租·东亚上北中心1室1厅,37.0,4760
整租·回龙观·公园悦府一区·3室,112.0,8800
整租·回龙观·龙锦苑六区·1室,65.0,5300
整租·和谐家园一区 3室1厅 南/北,118.0,6800
整租·领秀慧谷A区1室1厅,63.0,5450
整租·领秀慧谷B区2室1厅,82.0,5800
整租·田园风光雅苑3室1厅,125.0,7200
整租·东亚上北中心1室0厅,37.0,4100
整租·轮胎厂宿舍 1室1厅 东/西,57.0,4500
整租·龙锦苑东五区 3室2厅 南/北,124.0,6200
合租·霍营·龙锦苑东一区·3室·房间B,11.0,1680
整租·回龙观·流星花园二区·1室,47.0,4300
合租·回龙观·龙腾苑四区·3室,14.0,2300
整租·回龙观·矩阵小区一期·3室,85.0,6700
整租·朱辛庄·领秀慧谷C区·2室,86.0,6300
合租·回龙观·北店嘉园·6室·房间C,15.0,1650
整租·回龙观·公园悦府二区·3室,113.0,8500
整租·云趣园一区 3室1厅 南/北,105.0,6500
整租·霍营·龙锦苑东四区·3室,124.0,6500
整租·回龙观·骊龙园·3室,130.0,7300
整租·霍营·首开国风美唐二期·3室,97.0,7600
整租·回龙观·龙锦苑五区·3室,122.0,6900
合租·霍营·龙跃苑东五区·3室·房间B,15.0,1900
整租·京投发展公园悦府一区2室1厅,93.0,6730
合租·霍营·龙锦苑东四区·3室·房间C,10.0,1650
整租·京投发展公园悦府一区 3室2厅 南/北,113.0,8800
整租·回龙观·龙跃苑四区·2室,90.0,5800
整租·矩阵一期 2室1厅 西南,67.0,4800
整租·东亚上北中心1室1厅,56.0,4700
合租·朱辛庄·领秀慧谷A区·4室·房间B,20.0,2400
整租·朱辛庄南区 2室1厅 南,70.0,5990
整租·霍营·龙跃苑东四区·2室,97.0,6200
整租·北回归线1室1厅,75.0,5250
整租·流星花园二区 1室1厅 北,47.0,4700
合租·回龙观·龙博苑二区·3室·房间B,16.0,1550
整租·东亚上北中心1室1厅,60.0,5000
合租·朱辛庄·领秀慧谷D区·3室,18.0,2400
合租·回龙观·流星花园三区·3室·房间C,15.0,2050
整租·西三旗·上奥世纪中心·2室,70.0,5400
整租·首开国风美唐综合楼1室1厅,62.0,5200
整租·回龙观·田园风光西区·1室,60.0,4600
合租·朱辛庄·领秀慧谷D2区·4室·房间D,12.0,1880
整租·流星花园三区 2室1厅 南/北,102.0,6200
整租·万橡悦府二期 3室1厅 南/北,89.0,7500
整租·霍营·龙跃苑东四区·2室,97.0,6400
整租·领秀慧谷A区 2室1厅 南/北,84.0,6000
整租·首开国风美唐三期 3室1厅 南/北,127.0,10000
整租·龙跃苑四区2室1厅,99.0,5800
整租·龙锦苑东三区 3室1厅 南/北,124.0,6300
整租·首开国风美唐三期 3室1厅 南/北,90.0,7300
整租·东亚上北中心1室0厅,38.0,4000
整租·矩阵一期2室1厅,66.0,5200
整租·回龙观·北店嘉园·3室,97.0,6200
整租·回龙观·龙锦苑四区·1室,65.0,4390
整租·回龙观·龙腾苑二区·3室,118.0,7800
整租·京投发展公园悦府一区 2室1厅 南/北,91.0,7800
整租·龙锦苑四区 2室1厅 南,94.0,5980
合租·回龙观·龙锦苑一区·3室·房间B,18.0,1960
整租·朱辛庄·领秀慧谷C区·3室,118.0,7500
整租·首开国风美唐二期 1室1厅 东,60.0,4620
整租·龙锦苑东四区 2室1厅 南/北,100.0,4750
整租·回龙观·龙跃苑四区·2室,90.0,6500
整租·流星花园二区 3室1厅 南/北,111.0,6000
整租·万橡悦府二期3室1厅,89.0,7600
整租·回龙观·矩阵小区一期·2室,98.0,5500
整租·和谐家园一区3室1厅,118.0,6090
整租·回龙观·云趣园一区·3室,104.0,6100
整租·流星花园三区3室1厅,110.0,6600
合租·回龙观·龙腾苑四区·5室·房间E,20.0,2200
整租·回龙观·骊龙园·3室,130.0,7300
整租·回龙观·龙腾苑二区·2室,101.0,6500
整租·回龙观·建发文源府·2室,79.0,6800
整租·首开智慧社 2室1厅 东/南,89.0,6700
整租·龙锦苑六区 2室1厅 南/北,94.0,6400
整租·霍营·首开国风美唐二期·3室,97.0,7600
整租·首开国风美唐二期 3室1厅 东/南/北,97.0,8800
整租·北京市农学院家属宿舍1室1厅,39.0,4700
整租·龙跃苑四区 2室1厅 南/北,99.0,6000
整租·朱辛庄·领秀慧谷C区·2室,86.0,6300
整租·朱辛庄·领秀慧谷C区·2室,86.0,6500
整租·首开智慧社2室1厅,103.0,7450
合租·朱辛庄·领秀慧谷D区·3室,11.0,1850
整租·回龙观·流星花园二区·2室,88.0,5600
整租·东亚上北中心1室1厅,56.0,4500
整租·京投发展公园悦府一区 2室1厅 南,81.0,6100
整租·北京市农学院家属宿舍 2室1厅 南/北,54.0,4300
整租·回龙观·首开智慧社·2室,86.0,7100
合租·朱辛庄·领秀慧谷C区·4室,15.0,1800
整租·龙跃苑东四区 2室1厅 南/北,96.0,6000
整租·云趣园一区 3室2厅 南/北,103.0,6100
整租·北店嘉园 3室1厅 南/北,129.0,8000
整租·领秀慧谷C区2室2厅,89.0,5900
整租·回龙观·和谐家园一区·3室,125.0,7500
整租·流星花园三区 3室1厅 南/北,121.0,7400
整租·龙腾苑二区 3室2厅 南/北,132.0,8000
整租·首开智慧社1室0厅,51.0,4800
整租·朱辛庄·领秀慧谷A区·3室,89.0,5600
整租·龙锦苑东五区2室2厅,99.0,5600
整租·领秀慧谷B区 2室1厅 南/北,82.0,5800
整租·首开国风美唐二期 2室1厅 南,93.0,7500
整租·首开国风美唐二期 2室1厅 东北,81.0,6500
整租·回龙观·龙锦苑五区·3室,122.0,6900
合租·朱辛庄·领秀慧谷C区·4室·房间B,20.0,2300
整租·京投发展公园悦府一区2室1厅,81.0,6000
整租·霍营·龙锦苑东五区·3室,129.0,6200
整租·回龙观·公园悦府一区·2室,92.0,7000
整租·东亚上北中心2室1厅,56.0,5660
整租·龙跃苑四区 3室1厅 南/北,127.0,6500
整租·回龙观·东亚上北·1室,53.0,4400
整租·龙跃苑四区2室1厅,99.0,5800
整租·首开智慧社2室1厅,87.0,6600
整租·西三旗·上奥世纪中心·2室,103.0,7500
整租·回龙观·万龙社区·2室,52.0,4500
合租·龙泽·龙腾苑六区·4室,13.0,1900
整租·回龙观·朱辛庄·2室,80.0,5000
整租·矩阵三期 2室1厅 南/北,82.0,5800
整租·首开国风美唐综合楼1室0厅,56.0,4300
合租·西三旗·上奥世纪中心·3室·房间A,25.0,2700
整租·霍营·首开国风美唐三期·3室,90.0,8200
整租·首开国风美唐二期3室1厅,92.0,5500
整租·轮胎厂宿舍 2室1厅 南,69.0,5690
合租·西三旗·上奥世纪中心·3室·房间B,25.0,2650
合租·回龙观·龙跃苑四区·4室·房间A,42.0,3450
整租·领秀慧谷A区 1室1厅 南,63.0,5400
合租·回龙观·龙腾苑四区·7室·房间E,10.0,1550
整租·朱辛庄·萬橡悦府二期·2室,73.0,7200
整租·领秀慧谷D区 2室1厅 南/北,88.0,7300
整租·回龙观·流星花园三区·3室,115.0,7000
整租·霍营·首开国风美唐二期·2室,93.0,7000
整租·龙腾苑六区3室1厅,118.0,6615
整租·回龙观·龙锦苑六区·2室,101.0,5800
整租·霍营·龙锦苑东五区·3室,129.0,7500
整租·东亚上北中心 1室1厅 东,57.0,5660
整租·回龙观·公园悦府一区·2室,93.0,7100
整租·龙锦苑东一区 3室1厅 南/北,118.0,6000
整租·上北鑫座1室0厅,38.0,3800
整租·云趣园一区 3室2厅 南/北,104.0,6800
合租·回龙观·龙禧苑一区·3室·房间C,15.0,1680
整租·回龙观·和谐家园一区·3室,118.0,6200
整租·龙腾苑二区 3室2厅 南/北,132.0,8000
合租·回龙观·田园风光西区·3室·房间A,18.0,1600
整租·领秀慧谷B区2室1厅,82.0,5900
整租·回龙观·矩阵小区二期·1室,34.0,3800
整租·回龙观·龙跃苑四区·2室,90.0,6800
整租·霍营·首开国风美唐三期·3室,90.0,7900
合租·回龙观·云趣园二区·4室·房间A,16.0,2200
整租·回龙观·公园悦府一区·3室,89.0,8000
整租·流星花园三区 2室2厅 东/南/西,100.0,6500
整租·霍营·首开国风美唐三期·3室,90.0,8200
合租·回龙观·云趣园三区·3室·房间A,28.0,3200
整租·龙锦苑东一区3室1厅,125.0,6000
整租·东亚上北中心1室0厅,42.0,4300
整租·首开智慧社1室1厅,51.0,4700
整租·北店嘉园2室1厅,78.0,5500
整租·龙回苑 3室1厅 南/北,116.0,6300
整租·上北鑫座1室1厅,60.0,4500
整租·霍营·首开国风美唐二期·2室,86.0,7200
整租·回龙观·矩阵小区二期·1室,34.0,3800
整租·回龙观·北店嘉园·3室,120.0,6500
整租·流星花园三区 3室1厅 南/北,146.0,7700
合租·回龙观·云趣园三区·3室·房间C,12.0,1830
合租·回龙观·龙腾苑二区·4室·房间A,25.0,3360
整租·龙博苑三区 3室1厅 南/北,87.0,6000
整租·北回归线1室1厅,78.0,5200
整租·东亚上北中心1室1厅,57.0,4700
整租·龙锦苑一区3室1厅,125.0,5800
整租·龙博苑二区 3室1厅 南/北,87.0,6000
整租·流星花园三区 1室1厅 南/西/北,88.0,6500
整租·龙城花园S区 2室1厅 南/北,69.0,5775
整租·东亚上北中心1室1厅,57.0,4300
整租·领秀慧谷D2区 3室1厅 南/北,120.0,5800
整租·流星花园三区2室1厅,86.0,6500
整租·回龙观·流星花园三区·2室,100.0,6000
整租·云趣园三区2室1厅,94.0,5000
整租·龙跃苑一区3室1厅,112.0,6100
整租·朱辛庄·萬橡悦府二期·3室,90.0,9000
整租·流星花园三区 3室1厅 南/北,140.0,8000
整租·上奥世纪中心1室0厅,46.0,3800
整租·首开智慧社2室1厅,89.0,7500
整租·回龙观·龙禧苑五区·3室,114.0,6700
合租·回龙观·龙腾苑四区·3室,17.0,2500
整租·田园风光雅苑 3室1厅 南/北,125.0,7100
整租·霍营·龙跃苑东二区·1室,75.0,8500
整租·首开智慧社1室0厅,51.0,5200
整租·龙跃苑三区 3室2厅 南/北,143.0,9500
整租·西三旗·上奥世纪中心·3室,94.0,6000
整租·领秀慧谷A区3室1厅,89.0,6600
整租·回龙观·龙锦苑六区·2室,94.0,5500
整租·首开智慧社1室0厅,51.0,4600
整租·尚城2室1厅,32.0,4150
整租·回龙观·龙禧苑一区·2室,94.0,5500
整租·龙博苑三区1室1厅,58.0,4935
合租·回龙观·龙锦苑四区·5室·房间B,15.0,1500
合租·回龙观·公园悦府二区·3室·房间A,25.0,3300
整租·朱辛庄·领秀慧谷C区·2室,89.0,7200
整租·流星花园三区 2室1厅 南/北,115.0,6200
整租·流星花园二区3室1厅,111.0,6400
整租·龙博苑三区1室1厅,59.0,5000
整租·龙腾苑五区 3室1厅 南/北,126.0,7800
整租·矩阵二期 1室0厅 北,39.0,4500
合租·霍营·龙锦苑东五区·4室·房间D,17.0,1500
整租·尚城1室2厅,66.0,5000
整租·龙禧苑一区3室1厅,105.0,5200
合租·回龙观·龙锦苑六区·5室·房间A,22.0,2100
整租·首开国风美唐二期2室1厅,75.0,5100
整租·回龙观·建发文源府·3室,108.0,9500
整租·回龙观·建发文源府·3室,110.0,7500
整租·回龙观·流星花园三区·2室,100.0,6000
整租·回龙观·云趣园二区·1室,95.0,4700
整租·龙锦苑二区 2室1厅 南/北,89.0,5800
整租·回龙观·流星花园三区·2室,60.0,5800
整租·霍营·首开国风美唐二期·2室,60.0,5600
整租·领秀慧谷C区 1室1厅 南,57.0,5700
合租·朱辛庄·领秀慧谷D2区·4室·房间D,12.0,1880
整租·七燕路1号院 1室1厅 南,55.0,5200
